ratings,title,content,company,review_website
5,,"Works as advertised, never freezes 100% reliable a must have app if you are dropshipping. Just today came with the news Oberlo lowered their monthly rates, so now with only 1 sale you can cover this app",Oberlo,Shopify
5,,"THIS APP IS VERY EASY TO USE, TAKES A LOT OF STRESS OFF ADDING PRODUCTS TO YOUR STORE.",Oberlo,Shopify
5,,"Amazing change for starters, thanks Oberlo!",Oberlo,Shopify
5,,It's met all expectations.,Oberlo,Shopify
5,,Amazing app and look at the new pricing - just doesn't get any better than this. Easy to use with just a few simple clicks. If you're drop shipping this is your go to app!! Thank you for a great product!,Oberlo,Shopify
5,,Great app and a huge time saver.,Oberlo,Shopify
5,,"Easy to use, convenient, and makes selling so much easier.",Oberlo,Shopify
5,,Very useful and time-saving app!,Oberlo,Shopify
5,,"una app espectacular me ha ayudado muchisimo, la recomiendo 100%",Oberlo,Shopify
5,,"Honestly, could not run this business without it. Amazing app",Oberlo,Shopify
5,,Easy to use. Awesome for expanding your business,Oberlo,Shopify
5,,Grean app. Easy to use. Love it.,Oberlo,Shopify
5,,"A must ahve if you are an online store, makes life very easy",Oberlo,Shopify
5,,"I'm a fresh newbie in drop shipping, and worked manually in first to know all aspects, but while reviewing apps and discovering Oberlo really it saves a lot of time and let me work smoothly without handling the headache of adding products manually. Hope to start trying Oberlo in ordering processes, as my store still under construction and haven't got any sale, wish me a good luck please :)",Oberlo,Shopify
5,,"Absolutely and EXCELLENT product and great fast service! I love it, it's easy to put stuff in your store to fill gaps, quickly offer products, select which variants you want, and just go. It's a very very GOOD product. Optimized for Chrome but what isn't these days!? I love it and please feel free to contact me if you have questions about it. As a user I have nothing bad to say about it! 10 Stars!",Oberlo,Shopify
5,,This is good and really really nice when the starter price was down to $4.9 so people can try it more easily!,Oberlo,Shopify
5,,Awesome! and even better with the new monthly low price!,Oberlo,Shopify
5,,I just got my 7th order. But I can see already how much time this app will save me when I'm getting 100 orders a day instead of 1 or 2. I LOVE this app.,Oberlo,Shopify
5,,love App. Being a newby I love this app it is easy to use.,Oberlo,Shopify
5,,"Great app, easy to use and simplifies all tasks.Support is available and very helpful.Thank you Oberlo!",Oberlo,Shopify
5,,"Fantastic app! but one suggestion: Is very important raise the inventory update frequency. Since i start my shop, i detect 6 out of stock orders in 45 days.",Oberlo,Shopify
5,,"This is a seriously awesome app! I can't even calculate how much time it has saved me already. No more adding products manually to my site, Oberlo does it all. It even tracks and updates my inventory levels automatically!",Oberlo,Shopify
5,,The Oberlo App has been a lifesaver for my website. It has been easy to integrate the products onto my website and fulfill orders through aliexpress. The technical support has been superb from the Oberlo team when I have had questions and needed any type of assistance. I highly recommend the Oberlo app for anyone wanting to dropship products.,Oberlo,Shopify
5,,I am very happy with the apps features and the support is better than I expected. If you're looking to build an e-commerce store this app is a must!,Oberlo,Shopify
5,,This app is absolutely fantastic.  It has saved me hours and hours of work with loading products to my store and processing orders.  Works beautifully.  I would highly recommend it as a MUST if your store does heavy volume.  The customer support is stellar as well!,Oberlo,Shopify
5,,The best app for dropshipping for sure!,Oberlo,Shopify
5,,"First day with this app. This is awesome, I can see where I will be in a few months.",Oberlo,Shopify
5,,Really great app makes life so much easier,Oberlo,Shopify
5,,"I've used dozens of apps and this is hands down the most valuable one I've tried. I've been using Oberlo for maybe 2 weeks and it's the only one that's improved my sales. Why? I only had a few products on my site and I think that was putting off customers. After adding a bunch more from Aliexpress, things started selling literally within days. I've been grinding away at this for months and feel like I'm finally getting to a tipping point!",Oberlo,Shopify
5,,"Awesome app, easy to use, fantastic support, and HUGE selection of products to choose from! :)",Oberlo,Shopify
5,,Amazing app that helped my store get through listing hundreds of products in just a few clicks. It eases the process of setting up a Shopify store.,Oberlo,Shopify
5,,"Due to good recommendations from clients, I subscribed to Oberlo. I imported 850 products and worked hard to build this nice store, www.seductionplaza.com. My first client placed an order yesterday and I was very worried thinking that I will have things I won't know how to do when order and shipping. Surprise! Oberlo helped me so much, everything was automated and with a few clicks the order was placed and me happy. I did not believe until it happened to me to be so simple. Now I am waiting for shipping to deliver the order to my client. All nice and clean. I can't wait to hear again that money sound on my Shopify app that a new order was placed. Can't wait. Thanks to Oberlo team, they are also nice.",Oberlo,Shopify
5,,Love it so far. It really simplifys the process of dropshipping. All it needs to do is add support for importing shipping options and it will be perfect :),Oberlo,Shopify
5,,Really nice and useful app. Must have for dropshippers using Aliexpress,Oberlo,Shopify
5,,If you plan to drop ship from Ali Express oberlo is a must have.  It saves me a lot of time and i don't have to reinvent the wheel in my drop shipping learning curve. Highly recommended.,Oberlo,Shopify
5,,"this app changed my whole drop shipping business with ali express,i can buy with confidence,saves me tons of hours of work,so easy to fulfill my order,so easy to upload items.i'm so happy to have it.*****",Oberlo,Shopify
4,,"I just wish everything came in my own language as well which is spanish. Everything else is great, definitively a time saver. Makes me feel better about getting my order addreses wrong by doing it for me which is cool!",Oberlo,Shopify
5,,Easy to set up and makes it a breeze to order. Love it!,Oberlo,Shopify
5,,"AMAZING AMAZING AMAZING! Doesn't even say it enough! This app has made the process so much easier and every step of the way where I didn't know how to do something, the Support Team was always there to help guide me through it and they go above and beyond to make sure you have all the info you need to succeed. They are personable and friendly and always respond within 12-24 hours at the most. I am a huge fan of this app and I would recommend it to anyone! I am in no way paid or compensated for this review, it's just too often people leave reviews when they're unhappy, and I thought a great app/product deserves it's dues when it actually holds value for the customers. Thanks Oberlo team for everything and you have a loyal customer (me).",Oberlo,Shopify
5,,my fav.... saves time and money... i am a beginner at best,Oberlo,Shopify
5,,Great App - Saves alot of time and is very efficient. Love it,Oberlo,Shopify
5,,Super easy to set up and run. It has saved me tons of time in setting up the store and makes adding new products easier and quicker than ever. Cannot recommend highly enough!,Oberlo,Shopify
5,,Worth every cent. made my life easier!,Oberlo,Shopify
5,,Oberlo has been absolutely essential in setting up our kids clothing store quickly and it keeps saving us time as orders roll in with all of its automatons.,Oberlo,Shopify
5,,"I literally can't live without this app. It has saved me countless hours by automating everything I have to do with Ali Express. Easy as a breeze to import products, keep the prices updated, and fulfill products automatically.",Oberlo,Shopify
5,,Very good app.Easy to use and great support!,Oberlo,Shopify
5,,"""I was trying to install this app and i got this cool Error :)Whoops, looks like something went wrong.""BUT, they fixed it for me str8 away and you know what they also refunded my money back for a month, thank you again, you have a great customer service and wish you all the best, you deserve the best",Oberlo,Shopify
5,,"UPDATE: oberlo reduced their basic plan price from 14.99 to 19.99, and I am amazed at this honorable update. never in my life have I had a service REDUCE their prices and let me know about it! thank you oberlo! ******************************* my dropship business would be such a hassle if it weren't for oberlo's genius developper(s). been using for 4 months and zero complaints... will keep you posted!",Oberlo,Shopify
5,,"I can not tell you enough about this app.  This is a life and time saver.  It is a must have for the business if you want to be fast, and succeed.  If you do not have it, please try it, and you will understand what I mean!",Oberlo,Shopify
